candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,state_fidelity_metrics,No new trajectory-fidelity metric; relies on prior model validation,No new held-out trajectory fidelity; cites prior model development/external validation,No new held-out trajectory fidelity; cites prior model development/external validation,Case Studies I-II and Figs. 2-4,Primary publication supports Reviewer B's more precise formulation for state_fidelity_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,transition_metrics,Simulated event curves and power across scenarios,Simulated time-to-T1D and power; case powers 88%-91% with design sensitivity,Simulated time-to-T1D and power; case powers 88%-91% with design sensitivity,Case Studies I-II and Figs. 2-4,Primary publication supports Reviewer B's more precise formulation for transition_metrics; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,rollout_stability,"1: sensitivity to criteria, sample size, duration, dropout, and assumed effect; no drift metric",Power curves and 100 replicates; NI: convergence versus replicate count or horizon drift,"Repeated virtual-trial power curves and sensitivity to eligibility, arm size, duration, dropout, and assumed effect; no trajectory-fidelity drift or replicate-convergence analysis",Case Studies I-II and Figs. 2-4,Primary publication resolves rollout_stability to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,action_sensitivity,2: placebo/no-effect arm and perturbation of effect/design parameters,"Effect multiplier, placebo/treatment, and design parameters varied; effect assumed rather than learned","Effect multiplier, placebo/treatment, and design parameters varied; effect assumed rather than learned",Case Studies I-II and Figs. 2-4,Primary publication supports Reviewer B's more precise formulation for action_sensitivity; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,calibration_and_uncertainty,1: Monte Carlo variability and power; no predictive calibration/coverage,"Interindividual variability, virtual populations, dropout, repeated trials/power; NI: predictive calibration against independent trial","Interindividual variability, virtual populations, dropout, repeated trials/power; NI: predictive calibration against independent trial",Case Studies I-II and Figs. 2-4,Primary publication supports Reviewer B's more precise formulation for calibration_and_uncertainty; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,external_validation,1: underlying model described as externally validated; no new frozen external test,Underlying model stated previously externally validated; current simulator outputs have no frozen prospective/independent validation,Underlying model stated previously externally validated; current simulator outputs have no frozen prospective/independent validation,Case Studies I-II and Figs. 2-4,Primary publication supports Reviewer B's more precise formulation for external_validation; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,decision_utility,1: offline go/no-go and design case studies; no prospective outcome,"Trial-design go/no-go examples for eligibility, sample size, duration; no prospective improvement evidence","Offline simulated go/no-go and trial-design decisions for eligibility, sample size, and duration; no prospective decision-outcome evaluation",Case Studies I-II and Figs. 2-4,Primary publication resolves decision_utility to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,safety_evaluation,0: explicitly not a substitute for safety/efficacy trials,Explicitly not a replacement for safety/efficacy trials; no adverse-event/hazard model,Explicitly not a replacement for safety/efficacy trials; no adverse-event/hazard model,Case Studies I-II and Figs. 2-4,Primary publication supports Reviewer B's more precise formulation for safety_evaluation; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,statistical_analysis,"100 replicates, log-rank test, significance level, and power; seeds/intervals unreported","User alpha, log-rank, repeated simulation, power fraction; cases use 100 replicates","User alpha, log-rank, repeated simulation, power fraction; cases use 100 replicates",Case Studies I-II and Figs. 2-4,Primary publication supports Reviewer B's more precise formulation for statistical_analysis; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,causal_language,Drug effects are hypothetical; no causal effect estimated,"Assumed effect/what-if language; effect user-imposed, not causal estimate","Assumed effect/what-if language; effect user-imposed, not causal estimate",Key Questions/Assumptions and Impact assessment limitations,Primary publication supports Reviewer B's more precise formulation for causal_language; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,estimand,Simulated time-to-T1D contrast/power under imposed effect; no empirical causal estimand,Simulated difference in time-to-T1D distributions/power under specified hypothetical effect; not identified real-world causal effect,Simulated difference in time-to-T1D distributions/power under specified hypothetical effect; not identified real-world causal effect,Key Questions/Assumptions and Impact assessment limitations,Primary publication supports Reviewer B's more precise formulation for estimand; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,confounding_strategy,NA: virtual contrast generated by assumption,NA: synthetic randomized arms; no observational effect estimation,NA: synthetic randomized arms; no observational effect estimation,Key Questions/Assumptions and Impact assessment limitations,Primary publication supports Reviewer B's more precise formulation for confounding_strategy; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,positivity_and_overlap,NA: no empirical overlap diagnostic,NA: synthetic randomization; representativeness limited to modeled population,NA: synthetic randomization; representativeness limited to modeled population,Key Questions/Assumptions and Impact assessment limitations,Primary publication supports Reviewer B's more precise formulation for positivity_and_overlap; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,counterfactual_validation,0: case reproduction only; no randomized-data validation of imposed effect,Trial designs reproduced but effects tuned; no out-of-sample actual-effect validation,Trial designs reproduced but effects tuned; no out-of-sample actual-effect validation,Key Questions/Assumptions and Impact assessment limitations,Primary publication supports Reviewer B's more precise formulation for counterfactual_validation; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,code_access,1: public web application; source code not inspectable,No source repository identified; public web application reported,No source repository identified; public web application reported,Web-tool description and article methods; no source repository,Primary publication supports Reviewer B's more precise formulation for code_access; no incompatible claim from Reviewer A was carried forward.
MWM-X2E0B832A46,Type 1 diabetes prevention clinical trial simulator: Case reports of model-informed drug development tool.,weights_access,0: fitted parameters/weights not downloadable in paper,NA: pharmacometric parameters embedded in tool; downloadable package NI,NA: pharmacometric parameters are embedded in the web tool; a downloadable fitted-parameter package is not reported,Web-tool description and article methods; no source repository,Primary publication resolves weights_access to the stated source-bounded value; incompatible or incomplete reviewer wording was not merged.
